"","ID","N","gap","Length_before","Length_after","Year","cluster","country"
"365","KX148191",0,118,12042,11924,1993,"A1.1.2","Israel"
"366","KX148192",0,119,12042,11923,1993,"A1.1.2","Israel"
"367","KX148115",0,119,12042,11923,1996,"CE_A1.1","Poland"
"368","KX148116",0,119,12042,11923,1996,"CE_A1.1","Poland"
"369","MF197742",0,118,12042,11924,2014,"CE_A1.1","Poland"
"370","KX148117",0,118,12042,11924,1997,"CE_A1.1","Poland"
"371","MG458306",0,119,12042,11923,2018,"CE_A1.1","Czechia"
"372","KX148113",0,118,12042,11924,1991,"CE_A1","Germany"
"373","KX148114",0,118,12042,11924,1995,"CE_A1","Poland"
"374","KX148118",0,118,12042,11924,1994,"A1.1.1","Poland"
"375","KX148122",0,118,12042,11924,1991,"CE_B1","Germany"
"376","KX148123",0,119,12042,11923,1991,"CE_B1","Germany"
"377","KX148124",0,118,12042,11924,1991,"CE_B1","Germany"
"378","LT909547",0,118,12042,11924,2018,"CE_B1","-"
"379","KX148119",0,118,12042,11924,1993,"CE_B1","Poland"
"380","KX148120",0,118,12042,11924,1993,"CE_B1","Poland"
"381","KX148121",0,117,12042,11925,1993,"CE_B1","Poland"
"382","KX148129",0,117,12042,11925,1994,"WE_A1","Slovenia"
"383","KX148130",0,118,12042,11924,1994,"WE_A1","Slovenia"
"384","KX148131",0,119,12042,11923,1994,"WE_A1","Slovenia"
"385","KX148132",0,119,12042,11923,1994,"WE_A1","Slovenia"
"386","KX148133",0,119,12042,11923,1986,"WE_A1","Bosnia and Herzegovina"
"387","MG458310",0,119,12042,11923,1986,"WE_A1","Serbia"
"388","KX148134",0,119,12042,11923,1994,"A1.1.1","France"
"389","EU293115",0,119,12042,11923,1991,"WE_A1","France"
"390","KX148127",0,119,12042,11923,1991,"WE_A1","France"
"391","KX148128",0,119,12042,11923,1992,"WE_A1","France"
"392","KX148125",0,119,12042,11923,1994,"WE_A1","Belgium"
"393","KX148126",0,119,12042,11923,1996,"WE_A1","France"
"394","LN879481",0,119,12042,11923,1998,"A1.1.1","Germany"
"395","KX148135",0,115,12042,11927,1991,"A1.1.1","Germany"
"396","KX148136",0,119,12042,11923,1993,"EE_A1.1.1","Hungary"
"397","KX148138",0,120,12042,11922,1993,"EE_A1.1.1","Hungary"
"398","KX148139",0,115,12042,11927,1993,"EE_A1.1.1","Hungary"
"399","KX148137",0,119,12042,11923,1993,"EE_A1.1.1","Hungary"
"400","KX148140",0,119,12042,11923,1986,"EE_A1.1.1","Serbia"
"401","MG458311",0,115,12042,11927,1998,"EE_A1.1.1","Serbia"
"402","KX148141",0,117,12042,11925,1992,"EE_A1.1","Poland"
"403","KX148142",0,112,12042,11930,1994,"EE_A1.1","Poland"
"404","KX148144",0,119,12042,11923,1994,"EE_A1","Slovenia"
"405","KX148145",0,119,12042,11923,1986,"EE_A1","Bosnia and Herzegovina"
"406","KX148143",0,119,12042,11923,1993,"A1.1.1","Hungary"
"407","KX148149",0,115,12042,11927,1991,"NEE_B1.1","Estonia"
"408","LT909537",0,119,12042,11923,2018,"NEE_B1.1","-"
"409","KX148148",0,119,12042,11923,1992,"NEE_B1.1","Estonia"
"410","KF154997",0,119,12042,11923,2013,"NEE_B1.1","Estonia"
"411","LT909538",0,119,12042,11923,2018,"NEE_B1.1","-"
"412","KX148150",0,111,12042,11931,1986,"NEE_B1","Poland"
"413","LT909532",0,117,12042,11925,2018,"NEE_B1","-"
"414","JQ944704",0,118,12042,11924,2009,"NEE_B1","Russia"
"415","KX148146",0,116,12042,11926,1993,"NEE_A1.1.1","Finland"
"416","KX148147",0,119,12042,11923,1988,"NEE_A1.1.1","Finland"
"417","MF197743",0,115,12042,11927,2010,"NEE_A1.1","Poland"
"418","KX148151",0,204,12042,11838,1996,"NEE_A1.1","Poland"
"419","KX148152",0,240,12042,11802,1996,"NEE_A1.1","Poland"
"420","KX148153",0,240,12042,11802,1996,"NEE_A1.1","Poland"
"421","KX148154",0,241,12042,11801,1997,"NEE_A1.1","Poland"
"422","KX148155",0,118,12042,11924,1993,"NEE_A1","Estonia"
"423","KX148156",0,119,12042,11923,1991,"NEE_A1","Estonia"
"424","KX148157",0,119,12042,11923,1993,"NEE_A1","Estonia"
"425","KX148158",0,119,12042,11923,1993,"NEE_A1","Estonia"
"426","MK760744",0,119,12042,11923,2014,"CA1_D1","Iran"
"427","MK760755",0,119,12042,11923,2014,"CA1_D1","Iran"
"428","MK760700",0,119,12042,11923,2012,"CA1_D1","Iran"
"429","MK760706",0,119,12042,11923,2012,"CA1_D1","Iran"
"430","MK760723",0,124,12042,11918,2013,"CA1_D1","Iran"
"431","MK760712",0,117,12042,11925,2013,"CA1_A1.1.1","Iran"
"432","MK760734",0,158,12042,11884,2013,"CA1_A1.1.1","Iran"
"433","KX148159",0,320,12042,11722,1974,"CA1_A1.1","Iran"
"434","MK760731",0,320,12042,11722,2014,"CA1_A1.1","Iran"
"435","MK760753",0,320,12042,11722,2014,"CA1_A1.1","Iran"
"436","MK760707",0,320,12042,11722,2012,"CA1_A1.1","Iran"
"437","KT728348",0,320,12042,11722,2003,"CA1_A1","Russia"
"438","KT728349",0,319,12042,11723,2003,"CA1_A1","Russia"
"439","KC595282",0,320,12042,11722,2011,"CA1_B1","Russia"
"440","KC595283",0,320,12042,11722,2011,"CA1_B1","Russia"
"441","KC595281",0,320,12042,11722,2011,"CA1_B1","Russia"
"442","MF197741",0,320,12042,11722,2008,"CA1_B1","Poland"
"443","KC595280",0,320,12042,11722,2011,"CA1_B1","Russia"
"444","KP997032",0,320,12042,11722,2014,"CA1_B1","Russia"
"445","JQ944705",0,320,12042,11722,2008,"B1.1","Russia"
"446","MF172976",0,320,12042,11722,2018,"CA1_C1","-"
"447","MH267792",0,320,12042,11722,2017,"CA1_C1","China"
"448","KY649620",0,320,12042,11722,2018,"CA1_C1","-"
"449","KC252633",0,320,12042,11722,2011,"CA1_C1","China"
"450","KM016899",0,320,12042,11722,2014,"CA1_C1","China"
"451","KY765901",0,321,12042,11721,2012,"B1.1","Tajikistan"
"452","LN879480",0,320,12042,11722,2002,"B1.1","Azerbaijan"
"453","JQ944708",0,320,12042,11722,2008,"B1","Russia"
"454","KX148160",0,320,12042,11722,1991,"B1","Hungary"
"455","KX148161",0,320,12042,11722,1972,"A1.1.1","Serbia"
"456","MG458312",0,320,12042,11722,1997,"A1.1.1","Serbia"
"457","KY860596",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"458","KY860597",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"459","KY860594",0,320,12042,11722,2012,"ME2_A1.1.1","Turkey"
"460","KY860600",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"461","KY860598",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"462","KY860599",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"463","KY860601",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"464","KY860602",0,320,12042,11722,2014,"ME2_A1.1.1","Turkey"
"465","KY860591",0,320,12042,11722,2008,"ME2_A1.1","Turkey"
"466","KY860589",0,320,12042,11722,2006,"ME2_A1.1","Turkey"
"467","KY860592",0,320,12042,11722,2009,"ME2_A1.1","Turkey"
"468","KY860593",0,320,12042,11722,2010,"ME2_A1.1","Turkey"
"469","KY860588",0,320,12042,11722,2004,"ME2_A1","Turkey"
"470","KY860584",0,320,12042,11722,1999,"ME2_A1","Turkey"
"471","KY860595",0,320,12042,11722,2012,"ME2_A1.2","Turkey"
"472","KY860603",0,320,12042,11722,2015,"ME2_A1.2","Turkey"
"473","KY860586",0,320,12042,11722,2001,"ME2_A1.2","Turkey"
"474","KY860587",0,320,12042,11722,2001,"ME2_A1.2","Turkey"
"475","KY860590",0,320,12042,11722,2007,"ME2_A1.2","Turkey"
"476","KY860585",0,319,12042,11723,2001,"ME2_A1","Turkey"
"477","KY860583",0,320,12042,11722,1999,"ME2_A1","Turkey"
"478","KY860607",0,320,12042,11722,2001,"ME2_A1","Turkey"
"479","KY860608",0,320,12042,11722,2001,"ME2_A1","Turkey"
"480","MK760714",0,319,12042,11723,2013,"ME2_A1.3","Iran"
"481","MK760730",0,319,12042,11723,2014,"ME2_A1.3","Iran"
"482","MK760717",0,320,12042,11722,2013,"ME2_A1.3","Iran"
"483","MK760718",0,320,12042,11722,2013,"ME2_A1.3","Iran"
"484","MK760746",0,320,12042,11722,2014,"ME2_A1.3","Iran"
"485","MK760711",0,320,12042,11722,2013,"ME2_A1.3","Iran"
"486","MK760743",0,320,12042,11722,2014,"ME2_A1.3","Iran"
"487","KY860612",0,319,12042,11723,1989,"A1.1","Turkey"
"488","KX148162",0,320,12042,11722,1993,"ME2_B1.1","Turkey"
"489","KX148163",0,320,12042,11722,1993,"ME2_B1.1","Turkey"
"490","KX148164",0,320,12042,11722,1993,"ME2_B1.1","Turkey"
"491","KX148165",0,320,12042,11722,1993,"ME2_B1.1","Turkey"
"492","KX148166",0,320,12042,11722,1993,"ME2_B1.1","Turkey"
"493","KX148167",0,320,12042,11722,1993,"ME2_B1","Turkey"
"494","KY860609",0,320,12042,11722,2001,"ME2_B1","Turkey"
"495","KX148104",0,319,12042,11723,1978,"A1.1","Montenegro"
"496","MG458309",0,319,12042,11723,1978,"A1.1","Serbia"
"497","MK760747",0,320,12042,11722,2014,"CA2_B1.1","Iran"
"498","MK760760",0,320,12042,11722,2014,"CA2_B1.1","Iran"
"499","MK760756",0,320,12042,11722,2014,"CA2_B1.1","Iran"
"500","MK760684",0,320,12042,11722,2009,"CA2_B1.1","Iran"
"501","MK760675",0,320,12042,11722,2008,"CA2_B1.1","Iran"
"502","MK760679",0,319,12042,11723,2008,"CA2_B1","Iran"
"503","MK760690",0,320,12042,11722,2010,"CA2_B1","Iran"
"504","MK760757",0,320,12042,11722,2014,"CA2_A1.1.1","Iran"
"505","MK760676",0,320,12042,11722,2009,"CA2_A1.1.1","Iran"
"506","MK760682",0,320,12042,11722,2009,"CA2_A1.1.1","Iran"
"507","KF155000",0,320,12042,11722,2010,"CA2_A1.1","Iraq"
"508","JQ944706",0,320,12042,11722,2008,"CA2_A1.1","Russia"
"509","KY860610",0,319,12042,11723,2001,"CA2_A1.1","Turkey"
"510","KX148212",0,320,12042,11722,1993,"CA2_A1","Iran"
"511","MK760766",0,320,12042,11722,2015,"CA2_A1","Iran"
"512","MG458319",0,320,12042,11722,2012,"A1","Grenada"
"513","AB645847",0,320,12042,11722,2012,"A1","United States"
"514","JQ685944",0,320,12042,11722,1984,"A1","United States"
"515","JQ685967",0,320,12042,11722,2012,"A1","United States"
"516","KX148213",0,320,12042,11722,1982,"A1","United States"
"517","KX148214",0,319,12042,11723,1995,"AM3a_A1","Brazil"
"518","KX148215",0,320,12042,11722,1995,"AM3a_A1","Brazil"
"519","KX148216",0,320,12042,11722,1986,"AM3a_A1","Brazil"
"520","AB517659",0,320,12042,11722,2012,"AM3a_A1","Brazil"
"521","KC737850",0,320,12042,11722,2011,"AM3a_A1","United States"
"522","AB362483",0,319,12042,11723,2009,"D1.1","Brazil"
"523","KM594039",0,320,12042,11722,2009,"D1.1","Brazil"
"524","AB517660",0,320,12042,11722,2012,"D1.1","Brazil"
"525","KX148217",0,320,12042,11722,1986,"D1.1","Brazil"
"526","LT909530",0,320,12042,11722,2018,"D1","-"
"527","LT909543",0,320,12042,11722,2018,"D1","-"
"528","MK760769",0,320,12042,11722,2009,"AF4_A1.1","Egypt"
"529","MK760770",0,320,12042,11722,2009,"AF4_A1.1","Egypt"
"530","MG458316",0,320,12042,11722,1998,"AF4_A1.1","Egypt"
"531","MG458315",0,319,12042,11723,1998,"AF4_A1.1","Egypt"
"532","MG458317",0,317,12042,11725,1999,"AF4_A1.1","Egypt"
"533","KX148101",0,246,12042,11796,1979,"AF4_A1","Egypt"
"534","MK760768",957,490,12042,10595,2007,"AF4_A1","Egypt"
"535","KF154998",2887,768,12042,8387,1950,"AF4_A1","Israel"
"536","GQ918139",0,119,12042,11923,2010,"E1.1","-"
"537","HM535790",4,196,12042,11842,2010,"E1.1","United States"
"538","DQ875050",1774,1195,12042,9073,2006,"E1.1","China"
"539","LC325820",1408,580,12042,10054,2018,"E1.1","-"
"540","HQ891318",1,236,12042,11805,2011,"E1.1","-"
"541","DQ099525",1101,497,12042,10444,2005,"E1.1","-"
"542","LT839616",680,453,12042,10909,2017,"E1.1","-"
"543","JQ944709",2042,701,12042,9299,2008,"E1.1","Ethiopia"
"544","AB839169",8,195,12042,11839,2013,"E1.1.1","-"
"545","AB839170",3110,1685,12042,7247,2013,"E1.1.1","-"
"546","AB085828",6,196,12042,11840,2003,"E1.1.1","-"
"547","GU565704",0,173,12042,11869,1948,"E1.1.1","-"
"548","FJ577895",158,444,12042,11440,2009,"E1.1.1","China"
"549","GU565703",306,409,12042,11327,1948,"E1.1.1","-"
"550","DQ099524",0,173,12042,11869,2005,"E1.1.1","-"
"551","JQ685899",320,196,12042,11526,2009,"E1","United States"
"552","JQ685943",19,223,12042,11800,2009,"E1","United States"
"553","KX148110",470,444,12042,11128,1991,"AM2a_A1","Mexico"
"554","KX148111",1843,701,12042,9498,1991,"AM2a_A1","Mexico"
"555","KX148102",1079,701,12042,10262,1991,"AM2a_A1","Mexico"
"556","LT909544",150,410,12042,11482,2018,"AM2a_A1","-"
"557","KT006769",4,310,12042,11728,2013,"AM2a_A1","Mexico"
"558","KX708503",80,174,12042,11788,2014,"AM2a_A1","Mexico"
"559","KX708504",284,173,12042,11585,2008,"AM2a_A1","Mexico"
"560","HQ450386",1066,915,12042,10061,2011,"AM2a_A1","Mexico"
"561","KX708502",1289,525,12042,10228,2012,"AM2a_A1","Mexico"
"562","KX148112",7,196,12042,11839,1991,"AM2a_A1","Mexico"
"563","JQ685894",9,196,12042,11837,1994,NA,"United States"
"564","JQ685970",1414,701,12042,9927,1974,NA,"United States"
"565","KX708499",511,221,12042,11310,2015,NA,"Mexico"
"566","KX708501",4935,1207,12042,5900,2013,NA,"Mexico"
"567","KX708500",472,483,12042,11087,2014,NA,"Mexico"
